id,agent,time,score
1209,2,5,-500
1210,2,31,300
1211,2,9,-1000
1212,2,37,0
1213,2,35,1200
1214,2,34,500
1215,2,13,-1000
1216,2,30,200
1217,2,35,900
1218,2,60,2100
1219,2,60,1200
1220,2,44,1300
1221,2,24,-600
1222,2,17,-500
1223,2,15,-1000
1224,2,26,-800
1225,2,15,-1000
1226,2,18,-500
1227,2,23,-1000
1228,2,21,-300
1229,2,13,-1000
1230,2,21,-1000
1231,2,35,1100
1232,2,28,300
1233,2,4,-500
1234,2,49,1900
1235,2,19,-300
1236,2,19,-1000
1237,2,29,200
1238,2,39,1500
1239,2,32,400
1240,2,18,-800
1241,2,16,-1000
1242,2,15,-1000
1243,2,26,100
1244,2,27,100
1245,2,12,-1000
1246,2,5,-1000
1247,2,28,-100
1248,2,52,1900
1249,2,18,-500
1250,2,20,-100
1251,2,18,-300
1252,2,4,-1000
1253,2,27,100
1254,2,24,-500
1255,2,4,-1000
1256,2,33,700
1257,2,26,-100
1258,2,18,-800
1259,2,32,400
1260,2,17,-1000
1261,2,88,3700
1262,2,39,700
1263,2,23,-100
1264,2,17,-1000
1265,2,53,1400
1266,2,22,-100
1267,2,15,-1000
1268,2,31,-200
1269,2,17,-500
1270,2,27,-400
1271,2,15,-1000
1272,2,18,-1000
1273,2,24,-200
1274,2,18,-500
1275,2,14,-800
1276,2,45,800
1277,2,75,3600
1278,2,17,-1000
1279,2,46,900
1280,2,65,2900
1281,2,24,-500
1282,2,15,-800
1283,2,25,-400
1284,2,54,1200
1285,2,25,-600
1286,2,19,-500
1287,2,17,-1000
1288,2,13,-500
1289,2,8,-1000
1290,2,21,-100
1291,2,10,-1000
1292,2,44,400
1293,2,44,1100
1294,2,21,-600
1295,2,32,-200
1296,2,22,-600
1297,2,6,-1000
1298,2,20,-800
1299,2,30,200
1300,2,15,-800
1301,2,15,-1000
1302,2,37,400
1303,2,47,1500
1304,2,22,-500
1305,2,15,-500
1306,2,7,-500
1307,2,11,-1000
1308,2,81,3900
1309,2,19,-1000
1310,2,17,-1000
1311,2,25,-300
1312,2,19,-100
1313,2,29,100
1314,2,17,-1000
1315,2,32,200
1316,2,14,-500
1317,2,13,-1000
1318,2,16,-500
1319,2,51,1600
1320,2,42,1000
1321,2,16,-500
1322,2,21,-100
1323,2,21,-100
1324,2,24,-400
1325,2,9,-1000
1326,2,14,-500
1327,2,7,-500
1328,2,44,1300
1329,2,33,-400
1330,2,24,-200
1331,2,89,4200
1332,2,11,-500
1333,2,20,-500
1334,2,13,-1000
1335,2,54,2500
1336,2,13,-1000
1337,2,14,-500
1338,2,80,3700
1339,2,20,-500
1340,2,25,-800
1341,2,24,100
1342,2,12,-1000
1343,2,29,200
1344,2,11,-1000
1345,2,16,-1000
1346,2,7,-500
1347,2,16,-500
1348,2,12,-500
1349,2,21,-300
1350,2,55,1400
1351,2,1,-1000
1352,2,19,-1000
1353,2,20,-1000
1354,2,20,-300
1355,2,40,800
1356,2,20,-500
1357,2,3,-1000
1358,2,13,-500
1359,2,13,-1000
1360,2,35,1100
1361,2,20,-500
1362,2,25,-600
1363,2,17,-300
1364,2,29,500
1365,2,29,-300
1366,2,25,-800
1367,2,20,-500
1368,2,41,1300
1369,2,15,-500
1370,2,5,-500
1371,2,13,-1000
1372,2,30,300
1373,2,19,-1000
1374,2,14,-1000
1375,2,20,-600
1376,2,5,-500
1377,2,18,-1000
1378,2,13,-500
1379,2,10,-500
1380,2,9,-500
1381,2,11,-500
1382,2,16,-1000
1383,2,25,-600
1384,2,41,1500
1385,2,31,900
1386,2,27,100
1387,2,17,-500
1388,2,30,-400
1389,2,13,-1000
1390,2,26,300
1391,2,31,300
1392,2,35,600
1393,2,23,-300
1394,2,59,2400
1395,2,20,-1000
1396,2,16,-500
1397,2,23,-800
1398,2,21,-300
1399,2,19,-500
1400,2,6,-1000
1401,2,12,-500
1402,2,3,-500
1403,2,16,-500
1404,2,33,1100
1405,2,30,300
1406,2,72,3000
1407,2,12,-1000
1408,2,24,-400
1409,2,16,-500
1410,2,45,2100
1411,2,19,-500
1412,2,91,4000
1413,2,17,-1000
1414,2,18,-500
1415,2,20,-800
1416,2,1,-1000
1417,2,96,4700
1418,2,16,-500
1419,2,0,-1000
1420,2,3,-500
1421,2,46,1000
1422,2,26,100
1423,2,7,-500
1424,2,35,-300
1425,2,17,-1000
1426,2,42,1500
1427,2,17,-500
1428,2,37,1100
1429,2,25,-800
1430,2,55,1000
1431,2,24,-600
1432,2,1,-1000
1433,2,23,-500
1434,2,6,-1000
1435,2,5,-1000
1436,2,40,1300
1437,2,13,-500
1438,2,94,5100
1439,2,25,-300
1440,2,31,300
1441,2,9,-500
1442,2,23,-400
1443,2,17,-500
1444,2,17,-500
1445,2,115,5200
1446,2,22,-300
1447,2,2,-1000
1448,2,22,-300
1449,2,13,-1000
1450,2,2,-500
1451,2,18,-300
1452,2,29,900
1453,2,33,600
1454,2,23,100
1455,2,17,-500
1456,2,29,100
1457,2,34,800
1458,2,17,-500
1459,2,38,1100
1460,2,19,-500
1461,2,29,100
1462,2,20,-1000
1463,2,36,1300
1464,2,28,-600
1465,2,11,-1000
1466,2,14,-500
1467,2,20,-1000
1468,2,28,400
1469,2,5,-1000
1470,2,22,-300
1471,2,13,-1000
1472,2,25,-100
1473,2,16,-300
1474,2,70,2700
1475,2,24,100
1476,2,17,-500
1477,2,52,1800
1478,2,20,-300
1479,2,13,-500
1480,2,41,1500
1481,2,49,1500
1482,2,20,-1000
1483,2,21,-800
1484,2,69,2600
1485,2,16,-1000
1486,2,27,-100
1487,2,18,-800
